Airline,Aircraft,TravelMonth,IsInternational,FlightDuration,SeatsEconomy,SeatsPremium,PitchEconomy,PitchPremium,WidthEconomy,WidthPremium,PriceTotal
British,Boeing,Sep,International,12.25,122,40,31,38,18,19,6432
British,Boeing,Oct,International,12.25,122,40,31,38,18,19,6432
British,AirBus,Jul,International,11.16,303,55,31,38,18,19,5947
British,AirBus,Aug,International,11.16,303,55,31,38,18,19,5947
British,AirBus,Sep,International,11.16,303,55,31,38,18,19,5947
British,AirBus,Oct,International,11.16,303,55,31,38,18,19,5947
British,AirBus,Jul,International,10.5,303,55,31,38,18,19,5384
British,AirBus,Aug,International,10.5,303,55,31,38,18,19,5384
British,AirBus,Sep,International,10.5,303,55,31,38,18,19,5384
British,AirBus,Oct,International,10.5,303,55,31,38,18,19,5384
British,Boeing,Aug,International,10.41,243,36,31,38,18,19,5160
British,Boeing,Oct,International,10.41,243,36,31,38,18,19,5160
British,Boeing,Sep,International,10.41,243,36,31,38,18,19,6284
British,Boeing,Aug,International,11,243,36,31,38,18,19,5457
British,Boeing,Sep,International,11,243,36,31,38,18,19,5457
British,Boeing,Oct,International,11,243,36,31,38,18,19,5457
British,Boeing,Jul,International,9.91,243,36,31,38,18,19,5556
British,Boeing,Aug,International,9.91,243,36,31,38,18,19,5556
British,Boeing,Sep,International,9.91,243,36,31,38,18,19,5556
British,Boeing,Oct,International,9.91,243,36,31,38,18,19,5556
British,Boeing,Aug,International,8.58,243,36,31,38,18,19,4661
British,Boeing,Sep,International,8.58,243,36,31,38,18,19,4661
British,Boeing,Oct,International,8.58,243,36,31,38,18,19,4661
British,Boeing,Jul,International,11.41,243,36,31,38,18,19,5306
British,Boeing,Aug,International,11.41,243,36,31,38,18,19,5306
British,Boeing,Sep,International,11.41,243,36,31,38,18,19,5306
British,Boeing,Oct,International,11.41,243,36,31,38,18,19,5306
British,Boeing,Aug,International,8.16,122,40,31,38,18,19,4792
British,Boeing,Sep,International,8.16,122,40,31,38,18,19,4792
British,Boeing,Oct,International,8.16,122,40,31,38,18,19,4792
British,Boeing,Aug,International,6.5,122,40,31,38,18,19,4473
British,Boeing,Sep,International,6.5,122,40,31,38,18,19,4473
British,Boeing,Oct,International,6.5,127,39,31,38,18,19,4473
British,Boeing,Sep,International,11.5,122,40,31,38,18,19,4694
British,Boeing,Oct,International,11.5,122,40,31,38,18,19,4694
British,Boeing,Aug,International,11.5,122,40,31,38,18,19,4900
British,Boeing,Jul,International,11.5,122,40,31,38,18,19,5367
British,Boeing,Jul,International,6.83,243,56,31,38,18,19,4426
British,Boeing,Aug,International,6.83,243,56,31,38,18,19,4426
British,Boeing,Sep,International,6.83,243,56,31,38,18,19,4426
British,Boeing,Oct,International,6.83,243,56,31,38,18,19,4426
British,Boeing,Aug,International,11.08,127,39,31,38,18,19,5089
British,Boeing,Sep,International,11.08,127,39,31,38,18,19,5089
British,Boeing,Oct,International,11.08,127,39,31,38,18,19,5089
British,Boeing,Aug,International,11.58,122,40,31,38,18,19,4406
British,Boeing,Sep,International,11.58,122,40,31,38,18,19,4406
British,Boeing,Oct,International,11.58,122,40,31,38,18,19,4406
British,AirBus,Aug,International,13.08,303,55,31,38,18,19,4350
British,AirBus,Sep,International,13.08,303,55,31,38,18,19,4350
British,AirBus,Oct,International,13.08,303,55,31,38,18,19,4350
British,Boeing,Aug,International,7.58,243,56,31,38,18,19,4373
British,Boeing,Sep,International,7.58,243,56,31,38,18,19,4373
British,Boeing,Oct,International,7.58,243,56,31,38,18,19,4373
British,Boeing,Jul,International,7.58,243,56,31,38,18,19,4371
British,Boeing,Aug,International,9.16,122,40,31,38,18,19,4317
British,Boeing,Sep,International,9.16,122,40,31,38,18,19,4317
British,Boeing,Oct,International,9.16,122,40,31,38,18,19,4317
British,Boeing,Aug,International,9.33,243,36,31,38,18,19,4285
British,Boeing,Sep,International,9.33,243,36,31,38,18,19,4285
British,Boeing,Oct,International,9.33,243,36,31,38,18,19,4285
British,Boeing,Aug,International,13.33,203,24,31,38,18,19,4636
British,Boeing,Sep,International,13.33,203,24,31,38,18,19,4636
British,Boeing,Oct,International,13.33,203,24,31,38,18,19,4636
British,Boeing,Sep,International,8.91,243,36,31,38,18,19,3563
British,Boeing,Aug,International,8.66,243,36,31,38,18,19,3901
British,Boeing,Sep,International,8.66,243,36,31,38,18,19,3901
British,Boeing,Oct,International,8.66,243,36,31,38,18,19,3901
British,Boeing,Aug,International,7.25,243,36,31,38,18,19,3910
British,Boeing,Sep,International,7.25,243,36,31,38,18,19,3910
British,Boeing,Oct,International,7.25,243,36,31,38,18,19,3910
British,Boeing,Aug,International,6.08,127,39,31,38,18,19,3829
British,Boeing,Sep,International,6.08,127,39,31,38,18,19,3829
British,Boeing,Oct,International,6.08,127,39,31,38,18,19,3829
British,Boeing,Aug,International,6.75,122,40,31,38,18,19,3829
British,Boeing,Sep,International,6.75,122,40,31,38,18,19,3829
British,Boeing,Oct,International,6.75,122,40,31,38,18,19,3829
British,Boeing,Aug,International,6.66,122,40,31,38,18,19,3842
British,Boeing,Sep,International,6.66,122,40,31,38,18,19,3842
British,Boeing,Oct,International,6.66,122,40,31,38,18,19,3842
British,Boeing,Aug,International,8.75,122,40,31,38,18,19,3626
British,Boeing,Sep,International,8.75,122,40,31,38,18,19,3650
British,Boeing,Oct,International,8.75,122,40,31,38,18,19,3650
British,Boeing,Aug,International,8.91,243,36,31,38,18,19,3189
British,Boeing,Aug,International,7.08,243,36,31,38,18,19,3602
British,Boeing,Sep,International,7.08,243,36,31,38,18,19,3602
British,Boeing,Oct,International,7.08,243,36,31,38,18,19,3602
British,Boeing,Aug,International,4.91,122,40,31,38,18,19,3176
British,Boeing,Sep,International,4.91,122,40,31,38,18,19,3176
British,Boeing,Oct,International,4.91,122,40,31,38,18,19,3176
British,Boeing,Aug,International,11.41,243,36,31,38,18,19,2630
British,Boeing,Oct,International,11.41,243,36,31,38,18,19,2630
British,Boeing,Jul,International,11.41,243,36,31,38,18,19,2721
British,Boeing,Sep,International,11.41,243,36,31,38,18,19,3269
British,Boeing,Jul,International,3.83,122,40,31,38,18,19,3006
British,Boeing,Aug,International,3.83,122,40,31,38,18,19,3006
British,Boeing,Sep,International,3.83,122,40,31,38,18,19,3006
British,Boeing,Oct,International,3.83,122,40,31,38,18,19,3006
British,AirBus,Sep,International,11.16,303,55,31,38,18,19,2353
British,AirBus,Oct,International,11.16,303,55,31,38,18,19,2353
British,AirBus,Aug,International,11.16,303,55,31,38,18,19,2832
British,Boeing,Oct,International,8.91,243,36,31,38,18,19,2494
British,Boeing,Jul,International,11.08,243,36,31,38,18,19,2873
British,Boeing,Aug,International,13.5,122,40,31,38,18,19,2488
British,Boeing,Sep,International,13.5,122,40,31,38,18,19,2488
British,Boeing,Oct,International,13.5,122,40,31,38,18,19,2488
British,Boeing,Jul,International,3.83,122,40,31,38,18,19,2736
British,Boeing,Aug,International,3.83,122,40,31,38,18,19,2736
British,Boeing,Sep,International,3.83,122,40,31,38,18,19,2736
British,Boeing,Oct,International,3.83,122,40,31,38,18,19,2736
British,Boeing,Aug,International,5.41,122,40,31,38,18,19,2444
British,Boeing,Sep,International,5.41,122,40,31,38,18,19,2444
British,Boeing,Oct,International,5.41,122,40,31,38,18,19,2444
British,Boeing,Aug,International,12.5,127,39,31,38,18,19,2297
British,Boeing,Sep,International,12.05,127,39,31,38,18,19,2297
British,Boeing,Aug,International,8.25,122,40,31,38,18,19,2336
British,Boeing,Sep,International,8.25,122,40,31,38,18,19,2336
British,Boeing,Oct,International,8.25,122,40,31,38,18,19,2336
British,Boeing,Aug,International,11.08,243,36,31,38,18,19,2222
British,Boeing,Sep,International,11.08,243,36,31,38,18,19,2222
British,Boeing,Aug,International,8.91,203,24,31,38,18,19,1801
British,Boeing,Sep,International,7.08,243,36,31,38,18,19,1669
British,Boeing,Sep,International,8.91,203,24,31,38,18,19,1428
British,Boeing,Oct,International,8.91,203,24,31,38,18,19,1428
British,Boeing,Oct,International,11.08,243,36,31,38,18,19,1370
British,Boeing,Aug,International,9.58,203,24,31,38,18,19,1623
British,Boeing,Oct,International,12.5,127,39,31,38,18,19,1327
British,Boeing,Oct,International,9.58,203,24,31,38,18,19,1321
British,Boeing,Sep,International,9.58,203,24,31,38,18,19,1379
British,Boeing,Aug,International,12.75,122,40,31,38,18,19,1282
British,Boeing,Sep,International,12.75,122,40,31,38,18,19,1282
British,Boeing,Oct,International,12.75,122,40,31,38,18,19,1282
British,AirBus,Sep,International,4.08,303,55,31,38,18,19,943
British,AirBus,Aug,International,3.58,303,55,31,38,18,19,844
British,AirBus,Sep,International,3.58,303,55,31,38,18,19,844
British,AirBus,Jul,International,2.41,303,55,31,38,18,19,799
British,AirBus,Aug,International,3.25,303,55,31,38,18,19,752
British,AirBus,Sep,International,3.25,303,55,31,38,18,19,752
British,AirBus,Aug,International,3.58,303,55,31,38,18,19,670
British,AirBus,Oct,International,2.66,303,55,31,38,18,19,620
British,AirBus,Aug,International,2.41,303,55,31,38,18,19,622
British,AirBus,Sep,International,2.41,303,55,31,38,18,19,622
British,AirBus,Aug,International,2.41,303,55,31,38,18,19,582
British,AirBus,Oct,International,3.25,303,55,31,38,18,19,534
British,AirBus,Jul,International,1.83,303,55,31,38,18,19,516
British,AirBus,Oct,International,3.58,303,55,31,38,18,19,514
British,AirBus,Aug,International,4.5,303,55,31,38,18,19,491
British,AirBus,Oct,International,2.41,303,55,31,38,18,19,478
British,AirBus,Oct,International,4.5,303,55,31,38,18,19,441
British,AirBus,Aug,International,1.83,303,55,31,38,18,19,438
British,AirBus,Jul,International,2.41,303,55,31,38,18,19,444
British,AirBus,Sep,International,3.58,303,55,31,38,18,19,441
British,AirBus,Aug,International,4.08,303,55,31,38,18,19,393
British,AirBus,Sep,International,2.83,303,55,31,38,18,19,372
British,AirBus,Sep,International,4.5,303,55,31,38,18,19,366
British,AirBus,Jul,International,1.25,303,55,31,38,18,19,315
British,AirBus,Oct,International,4.08,303,55,31,38,18,19,322
British,Boeing,Aug,International,1.25,303,55,31,38,18,19,309
British,AirBus,Sep,International,2.41,303,55,31,38,18,19,303
British,AirBus,Sep,International,1.83,303,55,31,38,18,19,282
British,AirBus,Oct,International,1.83,303,55,31,38,18,19,282
British,AirBus,Aug,International,1.25,303,55,31,38,18,19,250
British,AirBus,Sep,International,1.25,303,55,31,38,18,19,250
British,Boeing,Sep,International,1.25,303,55,31,38,18,19,250
British,AirBus,Oct,International,3.58,303,55,31,38,18,19,235
British,AirBus,Oct,International,2.83,303,55,31,38,18,19,222
British,Boeing,Aug,International,1.33,303,55,31,38,18,19,176
British,Boeing,Sep,International,1.33,303,55,31,38,18,19,176
British,Boeing,Oct,International,1.25,303,55,31,38,18,19,166
British,AirBus,Oct,International,2.41,312,55,31,38,18,19,171
British,Boeing,Oct,International,1.33,303,55,31,38,18,19,151
Delta,AirBus,Aug,International,8.33,233,38,31,38,18,21,4366
Delta,AirBus,Oct,International,8.33,233,38,31,38,18,21,4366
Delta,AirBus,Aug,International,9.5,233,38,31,38,18,21,4764
Delta,AirBus,Sep,International,9.5,233,38,31,38,18,21,4764
Delta,AirBus,Oct,International,9.5,233,38,31,38,18,21,4764
Delta,AirBus,Sep,International,8.33,233,38,31,38,18,21,4573
Delta,Boeing,Sep,Domestic,4.28,126,18,32,34,17,17,615
Delta,Boeing,Oct,Domestic,4.25,126,18,32,34,17,17,615
Delta,Boeing,Aug,Domestic,4.33,171,29,32,35,18,18,635
Delta,Boeing,Aug,Domestic,4.63,126,18,32,34,17,17,770
Delta,Boeing,Sep,Domestic,4.65,126,18,32,34,17,17,770
Delta,Boeing,Oct,Domestic,4.66,126,18,32,34,17,17,770
Delta,Boeing,Jul,Domestic,4.7,139,21,31,34,17,17,870
Delta,Boeing,Sep,Domestic,4.7,139,21,31,34,17,17,870
Delta,Boeing,Oct,Domestic,4.7,139,21,31,34,17,17,870
Delta,Boeing,Sep,Domestic,4.36,126,18,32,34,17,17,870
Delta,Boeing,Oct,Domestic,4.25,126,18,32,34,17,17,870
Delta,Boeing,Oct,Domestic,4.43,126,18,32,34,17,17,719
Delta,Boeing,Aug,Domestic,4.7,139,21,31,34,17,17,890
Delta,Boeing,Aug,Domestic,4.51,171,29,32,35,18,18,890
Delta,Boeing,Aug,Domestic,4.26,126,18,32,34,17,17,690
Delta,Boeing,Sep,Domestic,4.4,126,18,32,34,17,17,690
Delta,Boeing,Jul,Domestic,4.33,171,29,32,35,18,18,1010
Delta,Boeing,Jul,Domestic,4.26,132,26,32,34,17,17,955
Delta,Boeing,Oct,Domestic,1.91,136,20,33,35,17,17,347
Delta,AirBus,Sep,Domestic,1.95,120,18,32,34,17,17,347
Delta,Boeing,Aug,Domestic,2.06,78,20,31,34,18,18,331
Delta,AirBus,Sep,Domestic,2.26,120,18,32,34,17,17,683
Delta,AirBus,Oct,Domestic,2.55,136,20,33,35,17,17,505
Delta,Boeing,Aug,Domestic,2.55,136,20,33,35,17,17,505
Delta,Boeing,Sep,Domestic,2.33,78,20,31,34,18,18,393
Delta,Boeing,Jul,Domestic,4.63,126,18,32,34,17,17,1296
Delta,Boeing,Aug,Domestic,2.86,136,20,33,35,17,17,732
Delta,Boeing,Jul,Domestic,2.06,78,20,31,34,18,18,471
Delta,Boeing,Oct,Domestic,2.01,78,20,31,34,18,18,459
Delta,Boeing,Oct,Domestic,2.33,78,20,31,34,18,18,447
Delta,Boeing,Jul,Domestic,4.51,171,29,32,35,18,18,1470
Delta,AirBus,Sep,Domestic,1.81,120,18,32,34,17,17,601
Delta,AirBus,Oct,Domestic,1.83,120,18,32,34,17,17,601
Delta,Boeing,Aug,Domestic,1.57,126,18,32,34,17,17,601
Delta,Boeing,Jul,Domestic,2.5,136,20,33,35,17,17,1296
Delta,AirBus,Oct,Domestic,1.8,120,18,32,34,17,17,847
Delta,Boeing,Jul,Domestic,1.75,78,20,31,34,18,18,797
Delta,Boeing,Jul,Domestic,1.57,126,18,32,34,17,17,713
Delta,Boeing,Aug,Domestic,2.3,78,20,31,34,18,18,713
Delta,Boeing,Jul,Domestic,2.3,78,20,31,34,18,18,1177
Jet,Boeing,Aug,International,3.25,124,16,30,40,17,21,650
Jet,Boeing,Sep,International,3.25,124,16,30,40,17,21,650
Jet,Boeing,Oct,International,3.25,124,16,30,40,17,21,650
Jet,Boeing,Jul,International,3.25,124,16,30,40,17,21,537
Jet,Boeing,Aug,International,5.66,162,8,30,40,17,21,746
Jet,Boeing,Jul,International,3.16,162,8,30,40,17,21,545
Jet,Boeing,Oct,International,3.16,162,8,30,40,17,21,545
Jet,Boeing,Oct,International,3.25,124,16,30,40,17,21,547
Jet,Boeing,Jul,International,4.16,124,16,30,40,17,21,717
Jet,Boeing,Oct,International,4.16,124,16,30,40,17,21,745
Jet,AirBus,Oct,International,9.5,147,21,32,38,18,19,1177
Jet,Boeing,Jul,International,5.66,162,8,30,40,17,21,617
Jet,Boeing,Aug,International,5.66,162,8,30,40,17,21,617
Jet,Boeing,Sep,International,5.66,162,8,30,40,17,21,617
Jet,Boeing,Oct,International,5.66,162,8,30,40,17,21,617
Jet,Boeing,Aug,International,4.08,124,16,30,40,17,21,457
Jet,Boeing,Aug,International,4.25,17,21,30,40,17,21,510
Jet,Boeing,Sep,International,4.25,17,21,30,40,17,21,510
Jet,Boeing,Oct,International,4.25,17,21,30,40,17,21,510
Jet,Boeing,Jul,International,2.5,124,16,30,40,17,21,385
Jet,Boeing,Sep,International,2.5,124,16,30,40,17,21,385
Jet,Boeing,Oct,International,2.5,124,16,30,40,17,21,385
Jet,Boeing,Jul,International,5.66,162,8,30,40,17,21,790
Jet,Boeing,Jul,International,2.66,124,16,30,40,17,21,336
Jet,Boeing,Sep,International,2.66,124,16,30,40,17,21,336
Jet,Boeing,Oct,International,2.66,124,16,30,40,17,21,336
Jet,Boeing,Aug,International,4.16,124,16,30,40,17,21,917
Jet,Boeing,Aug,International,3.16,162,8,30,40,17,21,717
Jet,Boeing,Aug,International,3.25,124,16,30,40,17,21,717
Jet,Boeing,Sep,International,4.08,124,16,30,40,17,21,474
Jet,Boeing,Oct,International,4.16,124,16,30,40,17,21,474
Jet,AirBus,Aug,International,9.5,147,21,32,38,18,19,1270
Jet,Boeing,Sep,International,4.16,124,16,30,40,17,21,944
Jet,AirBus,Jul,International,9.5,147,21,32,38,18,19,1303
Jet,Boeing,Aug,International,2.5,124,16,30,40,17,21,414
Jet,Boeing,Aug,International,2.66,124,16,30,40,17,21,355
Jet,Boeing,Aug,International,2.58,162,8,30,40,17,21,476
Jet,Boeing,Sep,International,2.58,162,8,30,40,17,21,476
Jet,Boeing,Oct,International,2.58,162,8,30,40,17,21,476
Jet,Boeing,Jul,International,4.33,124,16,30,40,17,21,421
Jet,Boeing,Aug,International,4.33,124,16,30,40,17,21,421
Jet,Boeing,Sep,International,4.33,124,16,30,40,17,21,421
Jet,Boeing,Oct,International,4.33,124,16,30,40,17,21,421
Jet,Boeing,Sep,International,3.16,162,8,30,40,17,21,776
Jet,Boeing,Jul,International,4.25,17,21,30,40,17,21,569
Jet,Boeing,Jul,International,2.58,162,8,30,40,17,21,732
Jet,Boeing,Oct,International,2.58,162,8,30,40,17,21,759
Jet,Boeing,Sep,International,3.25,124,16,30,40,17,21,805
Jet,Boeing,Jul,International,3.08,138,28,30,40,17,21,878
Jet,Boeing,Aug,International,3.08,138,28,30,40,17,21,878
Jet,Boeing,Sep,International,3.08,138,28,30,40,17,21,878
Jet,Boeing,Oct,International,3.08,138,28,30,40,17,21,878
Jet,Boeing,Aug,International,2.58,162,8,30,40,17,21,930
Jet,Boeing,Sep,International,2.58,162,8,30,40,17,21,930
Jet,AirBus,Sep,International,8.91,147,21,32,38,18,19,1346
Jet,AirBus,Oct,International,8.91,147,21,32,38,18,19,1346
Jet,AirBus,Sep,International,9.5,147,21,32,38,18,19,1589
Jet,AirBus,Aug,International,8.91,147,21,32,38,18,19,1607
Jet,Boeing,Jul,International,3.25,162,8,30,40,17,21,1201
Jet,Boeing,Aug,International,3.08,138,28,30,40,17,21,1080
Jet,Boeing,Sep,International,3.08,138,28,30,40,17,21,1080
Jet,Boeing,Oct,International,3.08,138,28,30,40,17,21,1080
Jet,Boeing,Jul,International,3.08,138,28,30,40,17,21,1105
Jet,Boeing,Jul,International,3.25,124,16,30,40,17,21,1290
Jet,Boeing,Jul,International,2.58,162,8,30,40,17,21,1079
Singapore,Boeing,Aug,International,13.91,184,28,32,38,19,20,2465
Singapore,AirBus,Jul,International,13.33,333,36,32,38,19,20,1509
Singapore,AirBus,Aug,International,13.33,333,36,32,38,19,20,1509
Singapore,AirBus,Sep,International,13.33,333,36,32,38,19,20,1509
Singapore,AirBus,Oct,International,13.33,333,36,32,38,19,20,1509
Singapore,AirBus,Jul,International,6.16,333,36,32,38,19,20,1509
Singapore,AirBus,Aug,International,6.16,333,36,32,38,19,20,1509
Singapore,AirBus,Sep,International,6.16,333,36,32,38,19,20,1509
Singapore,AirBus,Oct,International,6.16,333,36,32,38,19,20,1509
Singapore,Boeing,Sep,International,13.91,184,28,32,38,19,20,2246
Singapore,Boeing,Oct,International,13.91,184,28,32,38,19,20,2246
Singapore,Boeing,Jul,International,13.91,184,28,32,38,19,20,2202
Singapore,AirBus,Jul,International,12.66,333,36,32,38,19,20,1800
Singapore,AirBus,Aug,International,12.66,333,36,32,38,19,20,1800
Singapore,AirBus,Sep,International,12.66,333,36,32,38,19,20,1800
Singapore,AirBus,Oct,International,12.66,333,36,32,38,19,20,1800
Singapore,AirBus,Jul,International,6.5,333,36,32,38,19,20,1800
Singapore,AirBus,Aug,International,6.5,333,36,32,38,19,20,1800
Singapore,AirBus,Sep,International,6.5,333,36,32,38,19,20,1800
Singapore,AirBus,Oct,International,6.5,333,36,32,38,19,20,1800
Singapore,Boeing,Aug,International,12.41,184,28,32,38,19,20,3162
Singapore,Boeing,Sep,International,12.41,184,28,32,38,19,20,3162
Singapore,Boeing,Oct,International,12.41,184,28,32,38,19,20,3162
Singapore,Boeing,Jul,International,10.83,184,28,32,38,19,20,2232
Singapore,Boeing,Aug,International,10.83,184,28,32,38,19,20,1509
Singapore,Boeing,Sep,International,10.83,184,28,32,38,19,20,1509
Singapore,Boeing,Aug,International,14.66,184,28,32,38,19,20,2990
Singapore,Boeing,Sep,International,14.66,184,28,32,38,19,20,2990
Singapore,Boeing,Oct,International,14.66,184,28,32,38,19,20,2990
Singapore,Boeing,Aug,International,9.66,184,28,32,38,19,20,2654
Singapore,Boeing,Sep,International,9.66,184,28,32,38,19,20,2654
Singapore,Boeing,Oct,International,9.66,184,28,32,38,19,20,2654
Singapore,Boeing,Jul,International,3.83,184,28,32,38,19,20,1182
Singapore,Boeing,Aug,International,3.83,184,28,32,38,19,20,1182
Singapore,Boeing,Sep,International,3.83,184,28,32,38,19,20,1182
Singapore,Boeing,Oct,International,3.83,184,28,32,38,19,20,1182
Singapore,Boeing,Aug,International,12.75,184,28,32,38,19,20,2995
Singapore,Boeing,Sep,International,12.75,184,28,32,38,19,20,2995
Singapore,Boeing,Oct,International,12.75,184,28,32,38,19,20,2995
Singapore,Boeing,Jul,International,12.75,184,28,32,38,19,20,2995
Virgin,Boeing,Jul,International,11.25,198,35,31,38,18,21,2193
Virgin,Boeing,Aug,International,11.25,198,35,31,38,18,21,2193
Virgin,Boeing,Sep,International,11.25,198,35,31,38,18,21,2193
Virgin,Boeing,Oct,International,11.25,198,35,31,38,18,21,2193
Virgin,Boeing,Aug,International,12.08,198,35,31,38,18,21,4050
Virgin,Boeing,Sep,International,12.08,198,35,31,38,18,21,4050
Virgin,Boeing,Oct,International,12.08,198,35,31,38,18,21,4050
Virgin,Boeing,Jul,International,12.08,198,35,31,38,18,21,4211
Virgin,AirBus,Jul,International,6.91,233,38,31,38,18,21,4416
Virgin,AirBus,Aug,International,6.91,233,38,31,38,18,21,4416
Virgin,AirBus,Sep,International,6.91,233,38,31,38,18,21,4416
