ORIGIN_AIRPORT_ID,ROUNDTRIP,ONLINE,PASSENGERS,MILES_FLOWN,ITIN_FARE
10158,1,1,13,1964,47
10158,1,1,11,1826,47
10208,0,1,1,1089,47
10299,0,1,2,1448,47
10140,1,1,6,1238,48
10140,1,1,1,1354,48
10140,1,1,1,698,48
10140,0,1,4,619,48
10140,0,1,14,677,48
10140,0,1,7,677,48
10140,0,1,11,328,48
10158,1,1,10,1954,48
10158,1,1,3,1704,48
10158,1,1,7,932,48
10158,1,1,10,1872,48
10158,1,1,4,1964,48
10158,1,1,1,1826,48
10158,0,1,26,977,48
10158,0,1,15,852,48
10158,0,1,6,466,48
10158,0,1,4,936,48
10158,0,1,14,982,48
10158,0,1,5,913,48
10257,0,1,1,289,48
10279,0,1,1,312,48
10299,0,1,1,1448,48
10299,0,1,1,261,48
10135,0,1,1,970,49
10140,0,1,2,328,49
10140,0,0,1,1408,49
10158,0,1,2,977,49
10158,0,1,15,852,49
10158,0,1,1,936,49
10158,0,1,3,982,49
10158,1,1,4,1954,49
10158,1,1,12,932,49
10158,1,1,1,1872,49
10158,1,1,1,1964,49
10158,1,1,1,1964,49
10158,1,1,6,1826,49
10170,0,1,1,2725,49
10275,0,0,1,2548,49
10299,0,1,1,725,49
10299,0,1,1,571,49
10299,0,1,1,2797,49
10299,0,1,1,1542,49
10299,0,1,1,2847,49
10299,0,0,1,1620,49
10299,0,1,1,2472,49
10299,0,1,1,2315,49
10299,1,1,1,7010,49
10299,0,1,1,2587,49
10299,0,0,1,4184,49
10135,0,1,1,1041,50
10158,0,1,1,977,50
10158,0,1,4,852,50
10158,0,1,8,466,50
10158,0,1,7,982,50
10158,0,1,2,913,50
10158,1,1,9,1954,50
10158,1,1,3,1704,50
10158,1,1,1,932,50
10158,1,1,2,1872,50
10158,1,1,1,1964,50
10158,1,1,5,1826,50
10275,0,1,1,213,50
10299,0,1,1,1448,50
10333,1,0,1,4202,50
10135,1,1,4,1764,51
10135,0,1,6,970,51
10135,0,1,10,882,51
10140,0,1,1,1961,51
10140,0,1,2,1269,51
10158,1,1,5,1954,51
10158,0,1,1,1558,51
10158,1,1,4,1704,51
10158,1,1,6,932,51
10158,1,1,11,1872,51
10158,1,1,4,1964,51
10158,1,1,5,1826,51
10158,0,1,6,977,51
10158,0,1,3,852,51
10158,0,1,1,936,51
10158,0,1,1,982,51
10299,0,1,1,2127,51
10140,1,1,1,1238,52
10140,1,1,2,972,52
10158,0,1,2,977,52
10158,0,1,2,852,52
10158,0,1,2,936,52
10158,0,1,11,982,52
10158,1,1,21,1954,52
10158,1,1,5,1704,52
10158,1,1,5,932,52
10158,1,1,6,1872,52
10158,1,1,7,1964,52
10158,1,1,1,1964,52
10158,1,1,9,1826,52
10299,0,1,1,399,52
10299,0,1,1,1480,52
10135,1,1,1,1764,53
10135,0,1,7,882,53
10158,1,1,4,1954,53
10158,1,1,8,1704,53
10158,0,1,1,1789,53
10158,1,1,7,932,53
10158,1,1,2,1872,53
10158,1,1,5,1826,53
10158,0,1,86,977,53
10158,0,1,5,852,53
10158,0,1,7,466,53
10158,0,1,4,982,53
10158,0,1,3,913,53
10257,0,1,1,1204,53
10257,0,1,1,1204,53
10257,1,0,1,4832,53
10299,1,1,1,2896,53
10299,0,1,1,253,53
10140,0,1,5,486,54
10140,0,1,1,677,54
10140,1,1,5,1238,54
10140,1,1,7,972,54
10141,0,0,1,1656,54
10158,0,1,9,977,54
10158,0,1,3,852,54
10158,0,1,3,936,54
10158,1,1,21,1704,54
10158,1,1,5,932,54
10158,1,1,19,1964,54
10158,1,1,21,1826,54
10299,0,1,1,261,54
10135,1,1,2,1764,55
10135,0,1,2,1018,55
10140,0,1,1,619,55
10140,0,1,4,486,55
10140,0,1,2,677,55
10158,1,1,9,1954,55
10158,1,1,5,1704,55
10158,1,1,1,1872,55
10158,1,1,1,1964,55
10158,1,1,4,1826,55
10158,1,1,1,2087,55
10158,0,1,6,977,55
10158,0,1,1,466,55
10158,0,1,3,982,55
10158,0,1,1,913,55
10208,1,0,1,1778,55
10275,0,1,1,213,55
10135,0,1,6,970,56
10140,0,1,3,619,56
10140,0,1,7,677,56
10140,1,1,4,1238,56
10140,0,1,2,698,56
10158,0,1,1,977,56
10158,0,1,1,852,56
10158,0,1,2,936,56
10158,1,1,33,1954,56
10158,1,1,29,1704,56
10158,0,1,1,1789,56
10158,1,1,70,932,56
10158,1,1,17,1872,56
10158,1,1,18,1964,56
10158,1,1,7,1826,56
10208,1,1,1,1810,56
10299,0,1,1,539,56
10135,0,1,4,1041,57
10135,1,1,11,1764,57
10140,0,1,1,628,57
10158,0,1,3,977,57
10158,0,1,2,936,57
10158,0,1,11,982,57
10158,0,1,25,913,57
10158,1,1,4,1954,57
10158,1,1,3,1704,57
10158,0,1,1,939,57
10158,1,1,5,1872,57
10158,1,1,15,1964,57
10158,1,1,6,1826,57
10158,1,1,1,1826,57
10135,0,1,10,970,58
10135,0,1,8,882,58
10140,0,1,1,328,58
10140,0,1,1,1269,58
10141,1,0,1,3516,58
10158,0,1,10,977,58
10158,0,1,4,852,58
10158,0,1,9,466,58
10158,0,1,9,982,58
10158,0,1,3,913,58
10158,1,1,5,1954,58
10158,1,1,4,1704,58
10158,1,1,20,932,58
10158,1,1,11,1872,58
10158,1,1,21,1964,58
10158,1,1,10,1826,58
10158,1,1,1,1826,58
10208,0,0,1,868,58
10257,0,1,1,1204,58
10257,0,1,19,1204,58
10299,0,1,2,1448,58
10135,1,1,1,2082,59
10158,0,1,6,466,59
10158,0,1,1,936,59
10158,0,1,4,913,59
10158,1,1,2,1954,59
10158,1,1,1,1954,59
10158,1,1,2,1704,59
10158,1,1,2,932,59
10158,1,1,2,1872,59
10158,1,1,1,1964,59
10158,1,1,14,1826,59
10257,0,1,1,1204,59
10299,0,1,1,261,59
10299,0,1,1,571,59
10299,0,1,2,2137,59
10135,0,1,1,1041,60
10135,0,1,2,1018,60
10135,0,1,13,882,60
10140,1,1,3,1238,60
10140,1,1,3,972,60
10140,1,1,3,1354,60
10158,0,1,1,977,60
10158,0,1,5,852,60
10158,0,1,2,466,60
10158,0,1,1,936,60
10158,0,1,1,982,60
10158,0,1,2,913,60
10158,1,1,17,1954,60
10158,1,1,11,1704,60
10158,1,1,1,932,60
10158,1,1,11,1872,60
10158,1,1,14,1964,60
10158,1,1,1,1964,60
10158,1,1,2,1826,60
10257,0,1,1,1434,60
10257,0,1,1,1368,60
10257,1,0,1,964,60
10299,0,1,1,571,60
10299,0,1,2,261,60
10299,1,1,1,1078,60
10299,1,0,1,6898,60
10135,1,1,5,1764,61
10135,0,1,1,1018,61
10140,0,1,1,619,61
10140,1,0,1,1955,61
10158,1,1,11,1954,61
10158,1,1,14,1704,61
10158,1,1,1,932,61
10158,1,1,3,1872,61
10158,1,1,5,1964,61
10158,1,1,9,1826,61
10158,0,1,1,977,61
10158,0,1,1,852,61
10158,0,1,1,936,61
10158,0,1,1,982,61
10275,0,1,1,213,61
10299,1,1,1,4804,61
10299,1,1,1,6133,61
10299,1,1,1,7831,61
10299,1,0,1,6350,61
10299,1,1,1,4804,61
10299,1,1,1,7831,61
10299,1,1,2,4274,61
10299,1,1,1,2896,61
10299,0,1,1,2519,61
10299,1,0,1,6347,61
10135,1,1,1,1940,62
10135,1,1,1,1764,62
10140,0,1,5,486,62
10140,0,1,1,677,62
10140,0,1,1,493,62
10140,1,1,3,1238,62
10140,1,1,3,972,62
10140,1,1,1,1354,62
10140,1,0,1,3406,62
10158,0,1,1,977,62
10158,0,1,41,852,62
10158,0,1,2,936,62
10158,0,1,1,982,62
10158,0,1,11,913,62
10158,1,1,32,1954,62
10158,1,1,3,1704,62
10158,1,1,3,932,62
10158,1,1,4,1872,62
10158,1,1,18,1964,62
10158,1,1,1,1964,62
10158,1,1,6,1826,62
10257,0,1,1,1214,62
10257,0,0,1,1240,62
10299,1,1,1,4620,62
10299,1,1,1,8171,62
10135,0,1,3,1041,63
10135,0,1,1,1018,63
10135,0,1,3,970,63
10135,1,1,13,1764,63
10140,0,1,2,619,63
10140,0,1,3,677,63
10158,0,1,31,977,63
10158,0,1,6,852,63
10158,0,1,11,936,63
10158,0,1,13,982,63
10158,0,1,9,913,63
10158,1,1,9,1954,63
10158,1,1,11,1704,63
10158,1,1,1,932,63
10158,1,1,4,1964,63
10158,1,1,1,1826,63
10135,0,1,1,970,64
10140,1,1,17,1238,64
10140,1,1,5,1354,64
10140,1,1,1,1722,64
10158,0,1,5,852,64
10158,0,1,2,466,64
10158,0,1,3,982,64
10158,0,1,2,913,64
10158,1,1,5,1954,64
10158,1,1,5,1704,64
10158,1,1,27,1872,64
10158,1,1,30,1964,64
10158,1,1,5,1826,64
10208,1,0,1,714,64
10299,0,1,1,261,64
10299,0,0,1,2472,64
10372,0,0,1,1859,64
10135,0,1,2,970,65
10135,0,1,9,882,65
10135,1,1,1,2036,65
10158,0,1,3,852,65
10158,0,1,3,936,65
10158,0,1,1,913,65
10158,1,1,13,1954,65
10158,1,1,2,1704,65
10158,1,1,2,1826,65
10158,1,1,1,2087,65
10275,0,1,3,213,65
10299,0,1,1,261,65
10299,1,1,1,7832,65
10333,0,0,1,1439,65
10135,1,1,1,2082,66
10158,1,1,40,1954,66
10158,0,1,1,1558,66
10158,1,1,26,1704,66
10158,1,1,11,932,66
10158,1,1,19,1872,66
10158,1,1,44,1964,66
10158,1,1,19,1826,66
10158,0,1,3,977,66
10158,0,1,1,982,66
10299,1,0,1,6260,66
10135,0,1,17,882,67
10135,1,1,9,1764,67
10158,0,1,7,977,67
10158,0,1,10,852,67
10158,0,1,6,936,67
10158,0,1,1,913,67
10158,1,1,27,1954,67
10158,1,1,6,1704,67
10158,1,1,1,932,67
10158,1,1,2,1872,67
10158,1,1,9,1964,67
10158,1,1,1,1826,67
10279,1,0,1,2348,67
10299,0,1,1,261,67
10135,0,1,1,1018,68
10135,1,1,1,2082,68
10135,1,1,2,1940,68
10140,0,1,1,486,68
10140,0,1,2,677,68
10140,1,1,2,1238,68
10140,1,1,1,972,68
10140,1,1,1,1354,68
10158,0,1,5,977,68
10158,0,1,7,852,68
10158,0,1,1,466,68
10158,0,1,4,936,68
10158,0,1,6,982,68
10158,0,1,3,913,68
10158,1,1,7,1954,68
10158,1,1,1,1704,68
10158,1,1,5,932,68
10158,1,1,3,1872,68
10158,1,1,5,1964,68
10158,1,1,1,1826,68
10257,0,1,19,1204,68
10257,0,1,1,1204,68
10275,0,1,4,213,68
10299,0,1,1,261,68
10135,1,1,23,1764,69
10135,0,1,1,1018,69
10140,0,1,1,619,69
10140,0,1,6,486,69
10158,1,1,6,1954,69
10158,1,1,2,1704,69
10158,1,1,1,932,69
10158,1,1,2,1872,69
10158,1,1,1,1964,69
10158,1,1,4,1826,69
10158,0,1,11,852,69
10158,0,1,2,466,69
10158,0,1,2,936,69
10257,0,1,1,1073,69
10299,1,0,2,522,69
10299,1,1,1,522,69
10299,0,1,3,261,69
10299,0,1,1,261,69
10299,0,1,6,261,69
10299,1,0,1,7556,69
10135,0,1,1,1041,70
10140,1,1,5,1238,70
10140,1,1,1,972,70
10140,0,1,6,619,70
10140,0,1,5,677,70
10158,1,1,4,1954,70
10158,0,1,1,2023,70
10158,1,1,2,1704,70
10158,1,1,1,932,70
10158,1,1,2,1872,70
10158,1,1,3,1964,70
10158,1,1,3,1826,70
10158,0,1,2,936,70
10158,0,1,4,913,70
10208,0,0,1,724,70
10208,0,0,1,640,70
10208,0,0,1,608,70
10208,0,0,2,730,70
10208,0,0,1,730,70
10208,0,0,1,501,70
10299,0,1,1,261,70
10299,0,1,1,261,70
10135,0,1,7,1018,71
10135,0,1,3,970,71
10135,1,1,1,1764,71
10140,0,1,1,1340,71
10140,0,0,1,1446,71
10158,0,1,1,936,71
10158,0,1,1,913,71
10158,1,1,24,1954,71
10158,1,1,9,1704,71
10158,1,1,1,932,71
10158,1,1,5,1872,71
10158,1,1,17,1964,71
10158,1,1,12,1826,71
10158,1,1,1,3116,71
10208,0,0,1,509,71
10208,0,0,1,737,71
10257,0,1,3,1204,71
10257,0,1,4,1204,71
10279,0,0,1,1085,71
10299,0,1,1,4695,71
10372,1,0,1,1402,71
10135,1,1,1,2082,72
10135,1,1,2,2036,72
10140,1,1,11,1238,72
10140,1,1,15,1354,72
10158,1,1,8,1704,72
10158,1,1,8,932,72
10158,1,1,1,1872,72
10158,1,1,1,1964,72
10158,0,1,4,977,72
10158,0,1,1,852,72
10158,0,1,2,936,72
10158,0,1,11,982,72
10279,1,0,1,3759,72
10299,0,1,1,261,72
10299,1,1,1,4747,72
10135,0,1,4,970,73
10135,0,1,13,882,73
10135,1,1,17,1764,73
10135,1,0,1,1384,73
10158,0,1,2,977,73
10158,0,1,16,852,73
10158,0,1,9,466,73
10158,0,1,3,936,73
10158,0,1,6,982,73
10158,1,1,6,1954,73
10158,1,1,2,1704,73
10158,1,1,3,932,73
10158,1,1,1,1964,73
10158,1,1,1,1826,73
10257,0,1,1,1204,73
10275,0,1,1,213,73
10299,0,1,1,261,73
10135,1,1,2,2082,74
10135,1,1,2,1940,74
10158,0,1,1,977,74
10158,0,1,7,852,74
10158,0,1,1,936,74
10158,0,1,5,982,74
10158,0,1,1,913,74
10158,1,1,22,1954,74
10158,1,1,13,1704,74
10158,1,1,6,932,74
10158,1,1,25,1872,74
10158,1,1,5,1964,74
10158,1,1,10,1826,74
10208,0,0,1,868,74
10208,0,0,1,868,74
10208,0,0,1,501,74
10208,0,0,1,868,74
10257,0,1,2,1073,74
10299,0,1,2,571,74
10299,0,1,1,253,74
10299,0,1,2,571,74
10299,0,1,1,2315,74
10135,0,1,11,882,75
10135,1,1,3,2082,75
10135,1,1,16,1764,75
10158,0,1,5,977,75
10158,0,1,4,852,75
10158,0,1,2,936,75
10158,0,1,2,982,75
10158,1,1,27,1954,75
10158,1,1,1,1704,75
10158,1,1,3,932,75
10158,1,1,5,1964,75
10158,1,1,4,1826,75
10208,0,1,1,547,75
10208,0,0,1,547,75
10257,0,1,3,1278,75
10299,0,1,1,539,75
10135,1,1,4,1764,76
10140,0,1,2,619,76
10140,0,1,1,677,76
10140,1,1,4,972,76
10158,0,1,1,982,76
10158,1,1,34,1954,76
10158,1,1,74,1704,76
10158,0,1,1,1789,76
10158,0,1,1,1713,76
10158,1,1,12,932,76
10158,1,1,8,1872,76
10158,1,1,62,1964,76
10158,1,1,10,1826,76
10257,0,1,4,1204,76
10257,0,1,5,1204,76
10257,0,1,5,1214,76
10257,0,1,4,1172,76
10257,0,0,4,1208,76
10257,0,0,1,1166,76
10257,0,0,1,1217,76
10257,0,0,1,1237,76
10257,0,0,1,1175,76
10257,0,0,2,1226,76
10257,0,1,2,1236,76
10275,0,0,1,1150,76
10299,0,1,1,2304,76
10299,0,1,3,261,76
10299,0,1,1,261,76
10299,0,1,1,2137,76
10372,1,1,1,1474,76
10135,0,1,5,1041,77
10135,0,1,1,1018,77
10135,0,1,1,1755,77
10140,0,1,5,486,77
10140,0,1,1,677,77
10140,0,1,1,677,77
10158,0,1,8,977,77
10158,0,1,3,852,77
10158,0,1,13,982,77
10158,1,1,5,1954,77
10158,1,1,12,1704,77
10158,0,1,1,1256,77
10158,0,1,1,1789,77
10158,1,1,2,1872,77
10158,1,1,2,1964,77
10158,1,1,6,1826,77
10257,0,1,1,1204,77
10257,0,1,1,1172,77
10299,0,1,1,261,77
10135,0,1,1,1018,78
10135,1,1,1,2082,78
10135,1,1,1,2036,78
10140,0,1,1,619,78
10140,0,1,4,677,78
10140,0,1,2,628,78
10140,0,1,3,1180,78
10140,1,1,7,972,78
10140,1,1,5,1354,78
10158,0,1,39,977,78
10158,0,1,9,852,78
10158,0,1,36,936,78
10158,0,1,5,982,78
10158,1,1,15,1954,78
10158,1,1,4,1704,78
10158,1,1,15,932,78
10158,1,1,2,1872,78
10158,1,1,1,1964,78
10158,1,1,2,1826,78
10185,1,0,1,2824,78
10208,0,1,1,791,78
10257,0,1,3,1204,78
10257,0,1,17,1073,78
10257,0,1,13,1204,78
10257,0,1,7,1073,78
10275,0,1,3,213,78
10299,0,1,1,571,78
10299,0,1,6,1448,78
10299,0,1,1,261,78
10299,0,1,4,1448,78
10299,0,1,2,1448,78
10299,0,1,1,261,78
10135,0,1,5,970,79
10135,1,1,17,1764,79
10140,0,1,4,1826,79
10140,0,1,1,677,79
10158,0,1,13,977,79
10158,0,1,1,466,79
10158,0,1,3,982,79
10158,0,1,2,913,79
10158,1,1,24,1954,79
10158,1,1,4,1704,79
10158,1,1,1,932,79
10158,1,1,1,1872,79
10158,1,1,1,1964,79
10158,1,1,7,1826,79
10208,0,1,1,143,79
10208,0,0,1,791,79
10257,0,1,4,1214,79
10257,0,1,1,1172,79
10257,0,0,2,1208,79
10257,0,0,2,1166,79
10257,0,1,2,1278,79
10299,0,1,1,1448,79
10299,0,1,1,2345,79
10135,0,1,10,1018,80
10135,1,1,2,1940,80
10135,1,1,5,1764,80
10140,1,1,8,1238,80
10140,1,1,11,1354,80
10158,0,1,1,977,80
10158,0,1,3,982,80
10158,0,1,2,913,80
10158,1,1,15,1954,80
10158,1,1,13,1704,80
10158,1,1,1,932,80
10158,1,1,15,1872,80
10158,1,1,4,1964,80
10158,1,1,1,1826,80
10208,0,0,1,501,80
10208,0,0,4,790,80
10208,0,0,1,640,80
10208,0,0,1,790,80
10299,0,1,3,261,80
10299,1,0,1,5815,80
10299,0,1,1,571,80
10299,0,1,2,1448,80
10299,1,1,1,2896,80
10299,0,1,1,3870,80
10135,0,1,1,1041,81
10135,0,1,11,970,81
10135,0,1,7,882,81
10135,1,1,2,2082,81
10135,1,1,6,1764,81
10135,0,1,1,906,81
10140,0,1,63,677,81
10140,0,1,17,677,81
10140,0,1,1,3639,81
10158,0,1,1,936,81
10158,1,1,35,1954,81
10158,1,1,8,1704,81
10158,1,1,6,1872,81
10158,1,1,6,1964,81
10158,1,1,5,1826,81
10158,0,1,1,1256,81
10208,0,1,2,720,81
10208,0,0,1,690,81
10208,0,0,1,724,81
10208,0,0,1,720,81
10257,0,1,1,1204,81
10257,0,1,2,1204,81
10257,0,0,1,1039,81
10275,1,1,1,426,81
10299,0,1,2,261,81
10299,0,1,3,261,81
10299,0,1,7,261,81
10299,0,1,1,261,81
10135,0,1,1,692,82
10135,0,1,1,692,82
10135,1,1,3,1764,82
10140,0,1,5,486,82
10158,0,1,2,977,82
10158,0,1,7,852,82
10158,0,1,3,982,82
10158,0,1,5,913,82
10158,1,1,3,1954,82
10158,1,1,4,1704,82
10158,1,1,6,932,82
10158,1,1,2,1964,82
10158,1,1,2,1826,82
10275,0,1,1,213,82
10299,0,1,3,261,82
10135,0,1,24,882,83
10135,1,1,3,1764,83
10140,0,1,1,619,83
10140,0,1,2,486,83
10140,0,1,3,1180,83
10140,0,1,1,861,83
10158,0,1,2,977,83
10158,0,1,2,852,83
10158,0,1,13,913,83
10158,1,1,3,1954,83
10158,1,1,3,1704,83
10158,1,1,2,1872,83
10158,1,1,3,1964,83
10208,0,1,1,688,83
10208,0,0,1,669,83
10257,0,1,5,1073,83
10257,0,1,1,1073,83
10257,0,0,1,1159,83
10257,0,1,2,1278,83
10299,0,1,1,261,83
10299,0,1,1,1448,83
10299,0,1,2,571,83
10299,0,1,1,261,83
10135,0,1,1,1041,84
10140,0,1,7,486,84
10140,0,1,28,677,84
10140,0,1,10,677,84
10140,1,1,2,972,84
10158,0,1,3,982,84
10158,0,1,2,913,84
10158,1,1,5,1954,84
10158,1,1,11,1704,84
10158,1,1,1,932,84
10158,1,1,3,1872,84
10158,1,1,12,1964,84
10158,1,1,10,1826,84
10208,0,1,1,570,84
10275,0,1,11,213,84
10299,0,1,2,261,84
10299,0,1,1,1448,84
10299,0,1,1,725,84
10299,0,1,1,1671,84
10299,1,1,1,4619,84
10135,1,1,3,2082,85
10135,1,1,1,2036,85
10135,1,1,4,1764,85
10140,0,1,2,619,85
10140,0,1,2,677,85
10140,1,1,1,1238,85
10140,0,1,1,1083,85
10158,0,1,1,977,85
10158,0,1,2,852,85
10158,0,1,2,936,85
10158,0,1,3,982,85
10158,1,1,8,1954,85
10158,1,1,10,1704,85
10158,1,1,1,932,85
10158,0,1,1,939,85
10158,1,1,4,1872,85
10158,1,1,6,1964,85
10158,1,1,2,1826,85
10208,0,0,1,547,85
10257,0,1,1,1076,85
10257,1,1,1,1706,85
10257,0,1,1,1296,85
10299,0,1,1,571,85
10299,0,1,2,261,85
10299,0,1,1,2315,85
10135,0,1,2,1018,86
10135,1,1,2,1940,86
10135,1,1,10,1764,86
10140,0,1,1,486,86
10140,0,1,1,677,86
10140,1,1,1,1238,86
10140,1,1,10,972,86
10140,1,1,1,1354,86
10140,0,1,1,769,86
10140,0,1,2,907,86
10140,0,1,1,759,86
10158,0,1,1,977,86
10158,0,1,1,852,86
10158,0,1,1,982,86
10158,0,1,2,913,86
10158,1,1,27,1954,86
10158,1,1,36,1704,86
10158,1,1,1,1704,86
10158,1,1,11,932,86
10158,1,1,5,1872,86
10158,1,1,85,1964,86
10158,1,1,19,1826,86
10257,0,1,1,1204,86
10257,0,1,2,1214,86
10257,0,0,1,1208,86
10257,0,0,1,1080,86
10257,0,0,2,1226,86
10257,0,1,1,1114,86
10279,0,1,1,537,86
10299,0,1,3,261,86
10299,0,1,2,571,86
10299,0,1,30,261,86
10299,0,1,1,2053,86
10135,0,1,2,1018,87
10135,1,1,1,1940,87
10135,1,1,4,1764,87
10140,0,1,1,1180,87
10140,0,1,1,1014,87
10140,0,0,1,2160,87
10140,0,0,2,2160,87
10158,0,1,2,977,87
10158,0,1,4,852,87
10158,0,1,1,913,87
10158,1,1,1,1954,87
10158,1,1,16,1704,87
10158,1,1,1,932,87
10158,1,1,9,1964,87
10208,0,1,1,547,87
10208,0,0,1,568,87
10299,0,1,49,261,87
10299,0,1,1,571,87
10299,0,1,1,2345,87
10299,0,1,54,261,87
10135,1,1,9,1764,88
10140,0,1,2,349,88
10140,0,1,3,328,88
10140,0,1,17,1826,88
10140,1,1,7,1238,88
10140,1,1,9,1354,88
10158,0,1,11,852,88
10158,0,1,1,466,88
10158,0,1,1,936,88
10158,0,1,8,913,88
10158,1,1,1,1954,88
10158,1,1,2,1704,88
10158,0,1,1,1789,88
10158,1,1,6,932,88
10158,1,1,13,1872,88
10158,1,1,3,1964,88
10158,1,1,2,1826,88
10257,0,1,84,1073,88
10257,0,1,1,1073,88
10257,0,1,10,1204,88
10257,0,1,23,1073,88
10299,0,1,1,160,88
10299,0,1,3,261,88
10299,0,1,1,571,88
10299,0,1,1,2304,88
10299,0,1,4,261,88
10299,0,1,1,2345,88
10299,0,1,2,539,88
10299,0,1,1,1448,88
10299,0,1,1,261,88
10299,0,1,1,2127,88
10299,0,0,1,1847,88
10135,1,1,6,1764,89
10135,0,1,4,1018,89
10135,0,1,3,970,89
10135,0,1,7,882,89
10140,0,1,2,1211,89
10140,0,0,1,1083,89
10140,0,0,3,698,89
10140,0,1,2,486,89
10158,1,1,3,1954,89
10158,1,1,12,1704,89
10158,0,1,1,1973,89
10158,0,1,1,1789,89
10158,1,1,1,932,89
10158,1,1,12,1872,89
10158,1,1,4,1964,89
10158,1,1,2,1826,89
10158,0,1,4,977,89
10158,0,1,1,852,89
10257,0,0,1,1208,89
10257,0,1,2,1073,89
10257,0,1,1,1073,89
10257,0,1,1,723,89
10275,0,1,1,213,89
10299,0,1,3,261,89
10299,0,1,3,261,89
10299,0,0,1,3808,89
10135,1,1,6,1764,90
10135,0,1,1,1041,90
10140,1,1,1,972,90
10158,1,1,8,1954,90
10158,1,1,13,1704,90
10158,1,1,7,1872,90
10158,1,1,4,1964,90
10158,1,1,18,1826,90
10158,0,1,11,852,90
10158,0,1,1,913,90
10208,0,1,1,697,90
10208,0,1,1,547,90
10208,0,0,2,868,90
10208,0,0,1,471,90
10208,0,0,1,471,90
10208,0,0,1,462,90
10279,0,1,2,562,90
10279,0,0,1,559,90
10299,0,1,1,261,90
10135,0,1,2,970,91
10135,0,1,9,882,91
10135,1,1,3,2082,91
10135,1,1,1,1940,91
10135,1,1,3,1764,91
10140,1,1,1,1830,91
10140,0,1,1,677,91
10140,0,1,6,769,91
10140,0,1,6,907,91
10140,0,1,1,1200,91
10140,0,1,3,769,91
10140,0,1,4,1124,91
10140,0,1,1,1211,91
10140,0,0,1,835,91
10140,0,0,1,1124,91
10140,0,1,3,759,91
10158,0,1,3,982,91
10158,0,1,2,913,91
10158,1,1,4,1954,91
10158,0,1,1,2042,91
10158,1,1,9,1704,91
10158,1,1,2,932,91
10158,1,1,8,1872,91
10158,1,1,9,1964,91
10158,1,1,3,1826,91
10208,0,1,1,1002,91
10208,0,1,1,549,91
10208,0,0,1,720,91
10208,0,0,1,671,91
10208,0,0,2,737,91
10208,0,0,4,790,91
10208,0,0,1,772,91
10208,0,0,1,790,91
10257,0,1,21,1073,91
10257,0,1,3,1073,91
10257,0,0,1,1083,91
10275,1,0,1,2395,91
10299,0,1,2,261,91
10135,1,1,6,2082,92
10135,1,1,1,1940,92
10135,1,1,10,1764,92
10140,0,1,2,486,92
10140,0,1,1,486,92
10140,0,1,1,677,92
10140,0,1,1,1826,92
10140,1,1,3,1238,92
10140,0,1,1,1200,92
